return_id,order_line_id,return_initiated_date_key,return_received_date_key,reported_reason_code,item_condition_on_receipt,quantity_returned,refund_amount,refund_method
R00007144,OL000018797,20250208,20250214,R001,resellable,1,180.91,original_payment
R00007145,OL000018800,20260701,20260708,R002,resellable,1,134.15,wallet_credit
R00007146,OL000018802,20260526,20260529,R001,resellable,1,70.18,original_payment
R00007147,OL000018805,20260329,20260405,R008,resellable,1,83.59,original_payment
R00007148,OL000018807,20260414,20260417,R009,resellable,1,65.8,original_payment
R00007149,OL000018809,20250726,20250730,R005,refurbishable,1,119.82,wallet_credit
R00007150,OL000018811,20250727,20250729,R003,resellable,1,86.23,wallet_credit
R00007151,OL000018813,20260715,20260722,R001,refurbishable,1,142.16,original_payment
R00007152,OL000018814,20260621,20260626,R002,resellable,1,47.99,original_payment
R00007153,OL000018816,20260429,20260504,R002,write_off,1,225.05,wallet_credit
R00007154,OL000018817,20260618,20260622,R008,resellable,1,85.87,original_payment
R00007155,OL000018818,20260530,20260604,R002,write_off,1,63.91,wallet_credit
R00007156,OL000018823,20250604,20250613,R007,resellable,1,126.75,wallet_credit
R00007157,OL000018832,20250618,20250620,R003,resellable,1,101.07,wallet_credit
R00007158,OL000018837,20250417,20250424,R006,resellable,2,1381.88,original_payment
R00007159,OL000018838,20251109,20251111,R003,resellable,1,64.45,wallet_credit
R00007160,OL000018841,20260116,20260119,R007,resellable,1,293.51,original_payment
R00007161,OL000018855,20260106,20260114,R002,resellable,1,194.25,original_payment
R00007162,OL000018856,20250907,20250910,R009,resellable,1,60.89,wallet_credit
R00007163,OL000018859,20250207,20250215,R003,resellable,1,88.19,original_payment
R00007164,OL000018862,20260227,20260301,R001,refurbishable,1,122.83,original_payment
R00007165,OL000018866,20250303,20250306,R003,resellable,1,639.48,original_payment
R00007166,OL000018869,20250524,20250526,R002,resellable,1,88.77,original_payment
R00007167,OL000018871,20250915,20250919,R001,write_off,2,417.24,original_payment
R00007168,OL000018872,20260418,20260426,R002,resellable,1,74.79,original_payment
R00007169,OL000018873,20250517,20250522,R005,write_off,1,386.78,original_payment
R00007170,OL000018884,20260623,20260626,R007,resellable,1,78.6,original_payment
R00007171,OL000018889,20260323,20260327,R005,write_off,3,547.86,original_payment
R00007172,OL000018893,20260124,20260128,R003,write_off,1,57.48,original_payment
R00007173,OL000018894,20260703,20260709,R005,refurbishable,1,120.2,original_payment
R00007174,OL000018896,20250308,20250316,R006,resellable,1,127.59,manual_refund
R00007175,OL000018898,20250921,20250929,R001,write_off,1,159.96,wallet_credit
R00007176,OL000018900,20260117,20260125,R005,write_off,1,94.3,original_payment
R00007177,OL000018905,20260317,20260325,R006,resellable,1,65.25,original_payment
R00007178,OL000018907,20250616,20250618,R002,resellable,1,116.56,original_payment
R00007179,OL000018908,20260222,20260228,R002,refurbishable,1,132.42,original_payment
R00007180,OL000018909,20251213,20251218,R001,resellable,1,244.49,original_payment
R00007181,OL000018910,20251117,20251119,R006,resellable,1,780.35,original_payment
R00007182,OL000018911,20250305,20250308,R002,resellable,1,91.21,original_payment
R00007183,OL000018912,20260107,20260109,R002,resellable,1,61.37,wallet_credit
R00007184,OL000018917,20250924,20250928,R010,resellable,1,318.14,original_payment
R00007185,OL000018918,20260529,20260601,R004,write_off,1,224.97,wallet_credit
R00007186,OL000018924,20260501,20260505,R002,resellable,1,120.25,original_payment
R00007187,OL000018926,20250611,20250614,R005,write_off,1,60.86,original_payment
R00007188,OL000018927,20260603,20260605,R003,resellable,1,101.8,original_payment
R00007189,OL000018931,20251118,20251121,R002,resellable,1,78.39,wallet_credit
R00007190,OL000018939,20260602,20260605,R003,resellable,1,56.61,original_payment
R00007191,OL000018940,20250509,20250513,R007, resellable ,1,235.27,original_payment
R00007192,OL000018941,20260606,20260612,R003,resellable,1,81.93,original_payment
R00007193,OL000018942,20260109,20260113,R003,write_off,1,535.54,original_payment
R00007194,OL000018949,20260521,20260526,R001,resellable,1,105.86,original_payment
R00007195,OL000018950,20260623,20260630,R002,resellable,1,245.12,original_payment
R00007196,OL000018953,20250426,20250430,R004,refurbishable,1,1174.11,original_payment
R00007197,OL000018956,20250822,20250826,R002,resellable,1,99.7,wallet_credit
R00007198,OL000018957,20251030,20251103,R001,resellable,1,278.16,wallet_credit
R00007199,OL000018958,20260615,20260619,R010,write_off,1,156.58,original_payment
R00007200,OL000018959,20250221,20250225,R001,resellable,1,92.65,original_payment
R00007201,OL000018960,20250729,20250806,R003,write_off,1,53.27,wallet_credit
R00007202,OL000018964,20260520,20260523,R007,resellable,1,119.66,original_payment
R00007203,OL000018965,20250721,20250726,,refurbishable,1,254.13,wallet_credit
R00007204,OL000018968,20250128,20250201,R003,resellable,1,79.05,original_payment
R00007205,OL000018971,20260411,20260414,R001,resellable,2,1912.14,original_payment
R00007206,OL000018973,20251010,20251019,R004,refurbishable,1,109.89,wallet_credit
R00007207,OL000018978,20260702,20260710,R001,refurbishable,1,928.2,original_payment
R00007208,OL000018979,20260303,20260305,R002,resellable,2,178.68,original_payment
R00007209,OL000018982,20260726,20260802,R003,write_off,1,40.83,original_payment
R00007210,OL000018983,20251215,20251218,R002,resellable,1,1277.61,wallet_credit
R00007211,OL000018986,20260706,20260711,R001,write_off,1,93.92,wallet_credit
R00007212,OL000018994,20260302,20260310,R001,resellable,1,19.59,original_payment
R00007213,OL000018996,20250601,20250604,R006,refurbishable,1,104.5,original_payment
R00007214,OL000018999,20260723,20260725,R001,refurbishable,1,94.2,original_payment
R00007215,OL000019000,20251009,20251015,R003,resellable,1,166.29,wallet_credit
R00007216,OL000019010,20250522,20250525,R001,resellable,2,99.02,original_payment
R00007217,OL000019012,20260604,20260606,R009,refurbishable,1,92.72,original_payment
R00007218,OL000019014,20260616,20260618,R001,resellable,1,66.06,original_payment
R00007219,OL000019016,20260221,20260223,R009,resellable,1,321.15,original_payment
R00007220,OL000019024,20250801,20250807,R007,resellable,1,214.16,manual_refund
R00007221,OL000019029,20260304,20260306,R002,refurbishable,1,94.65,original_payment
R00007222,OL000019032,20250901,20250907,R007,resellable,1,110.21,original_payment
R00007223,OL000019033,20250528,20250602,R004,write_off,1,133.3,wallet_credit
R00007224,OL000019034,20260131,20260209,R003,resellable,1,121.72,wallet_credit
R00007225,OL000019035,20251230,20260103,R003,write_off,1,275.11,original_payment
R00007226,OL000019038,20260622,20260629,R003,refurbishable,1,104.49,original_payment
R00007227,OL000019041,20260101,20260109,R001,refurbishable,1,89.63,original_payment
R00007228,OL000019042,20250509,20250513,R001,resellable,1,153.58,wallet_credit
R00007229,OL000019045,20260520,20260523,R006,resellable,1,224.18,original_payment
R00007230,OL000019048,20260201,20260208,R007,resellable,1,165.57,original_payment
R00007231,OL000019049,20250719,20250722,R003,resellable,1,63.99,original_payment
R00007232,OL000019051,20260204,20260212,R001,write_off,1,49.33,manual_refund
R00007233,OL000019052,20250311,20250318,R003,resellable,1,46.7,wallet_credit
R00007234,OL000019061,20250901,20250903,R006,resellable,1,49.17,original_payment
R00007235,OL000019064,20260626,20260703,R007,refurbishable,1,66.64,original_payment
R00007236,OL000019066,20260705,20260709,R003,resellable,1,204.02,original_payment
R00007237,OL000019070,20260614,20260620,R006,refurbishable,1,143.2,original_payment
R00007238,OL000019071,20260511,20260520,R003,refurbishable,1,55.53,original_payment
R00007239,OL000019073,20260208,20260211,R005,write_off,1,61.82,original_payment
R00007240,OL000019076,20250227,20250303,R008,resellable,1,314.88,original_payment
R00007241,OL000019080,20260718,20260726,R010,resellable,1,206.05,original_payment
R00007242,OL000019082,20250821,20250829,R001,write_off,1,527.43,wallet_credit
R00007243,OL000019088,20260608,20260617,R002,refurbishable,1,309.31,original_payment
R00007244,OL000019090,20251126,20251128,R002,resellable,1,57.68,original_payment
R00007245,OL000019092,20250303,20250305,R003,refurbishable,1,95.49,original_payment
R00007246,OL000019099,20250319,20250323,R003,write_off,1,512.03,wallet_credit
R00007247,OL000019101,20250611,20250619,R001,resellable,1,37.86,wallet_credit
R00007248,OL000019105,20260417,20260425,R005,write_off,1,69.66,manual_refund
R00007249,OL000019110,20260331,20260406,R003,resellable,1,249.14,original_payment
R00007250,OL000019112,20260630,20260706,R002,write_off,1,182.45,wallet_credit
R00007251,OL000019114,20260729,20260805,R002,resellable,1,94.71,original_payment
R00007252,OL000019118,20250529,20250604,R001,resellable,1,409.39,original_payment
R00007253,OL000019119,20250510,20250513,R001,resellable,1,360.59,original_payment
R00007254,OL000019122,20260309,20260316,R003,resellable,1,82.99,original_payment
R00007255,OL000019124,20250617,20250626,R001,resellable,1,64.28,original_payment
R00007256,OL000019127,20251105,20251111,R010,resellable,1,426.27,wallet_credit
R00007257,OL000019130,20250130,20250205,R004,write_off,1,119.52,original_payment
R00007258,OL000019131,20251214,20251220,R002,resellable,1,146.51,original_payment
R00007259,OL000019133,20250903,20250909,R006,refurbishable,1,724.41,original_payment
R00007260,OL000019135,20260330,20260408,R003,write_off,1,70.19,original_payment
R00007261,OL000019137,20250325,20250328,R002,write_off,1,150.71,wallet_credit
R00007262,OL000019139,20250529,20250531,R001,write_off,1,106.68,original_payment
R00007263,OL000019141,20250809,20250814,R002,resellable,1,79.5,original_payment
R00007264,OL000019142,20250517,20250521,R007,resellable,1,126.8,original_payment
R00007265,OL000019145,20250317,20250319,R007,resellable,1,39.82,wallet_credit
R00007266,OL000019146,20251002,20251011,R003,resellable,1,120.26,original_payment
R00007267,OL000019150,20260108,20260110,R001,resellable,1,212.66,original_payment
R00007268,OL000019152,20250913,20250915,R001,resellable,1,545.05,original_payment
R00007269,OL000019153,20250709,20250717,R001, resellable ,1,154.34,wallet_credit
R00007270,OL000019154,20250310,20250313,R003,resellable,1,223.15,original_payment
R00007271,OL000019155,20260425,20260504,R002,resellable,1,122.24,wallet_credit
R00007272,OL000019157,20260528,20260602,R002,write_off,1,81.27,manual_refund
R00007273,OL000019160,20250902,20250905,R008, write_off ,1,119.74,manual_refund
R00007274,OL000019167,20251230,20260101,R001,write_off,1,240.19,original_payment
R00007275,OL000019168,20260630,20260706,R003,write_off,1,238.23,original_payment
R00007276,OL000019172,20260617,20260619,R002,resellable,1,85.92,original_payment
R00007277,OL000019174,20251227,20260103,R006,resellable,1,135.85,wallet_credit
R00007278,OL000019175,20251125,20251128,R009,resellable,1,143.3,original_payment
R00007279,OL000019180,20260518,20260525,R001,resellable,1,29.41,manual_refund
R00007280,OL000019181,20251221,20251228,R001,refurbishable,1,332.2,original_payment
R00007281,OL000019186,20250815,20250823,R010,write_off,1,101.64,original_payment
R00007282,OL000019187,20260513,20260518,R010,resellable,1,67.9,original_payment
R00007283,OL000019189,20250825,20250827,R004,refurbishable,1,610.48,wallet_credit
R00007284,OL000019192,20250314,20250317,R009,refurbishable,1,827.38,original_payment
R00007285,OL000019193,20251018,20251021,R001,resellable,1,74.27,wallet_credit
R00007286,OL000019195,20250714,20250719,R004,write_off,1,75.61,wallet_credit
R00007287,OL000019196,20251120,20251125,R003,refurbishable,1,156.95,original_payment
R00007288,OL000019197,20250523,20250529,R001,refurbishable,1,189.12,original_payment
R00007289,OL000019207,20260108,20260117,R001,refurbishable,1,176.41,original_payment
R00007290,OL000019210,20251225,20260103,R010, resellable ,1,115.12,original_payment
R00007291,OL000019213,20251204,20251212,R003,write_off,1,134.31,original_payment
R00007292,OL000019217,20250422,20250426,R005,write_off,1,86.11,wallet_credit
R00007293,OL000019218,20250705,20250711,R010,resellable,1,520.23,wallet_credit
R00007294,OL000019220,20250726,20250728,R009,resellable,1,207.49,wallet_credit
R00007295,OL000019222,20250927,20251002,R001,resellable,1,106.44,original_payment
R00007296,OL000019224,20250417,20250421,R004,write_off,1,118.5,original_payment
R00007297,OL000019231,20250720,20250724,R002,resellable,1,94.08,wallet_credit
R00007298,OL000019232,20260520,20260523,R007,resellable,1,287.4,wallet_credit
R00007299,OL000019236,20250617,20250619,R003,resellable,1,104.74,original_payment
R00007300,OL000019237,20250123,20250125,R007,resellable,2,41.14,original_payment
R00007301,OL000019241,20250115,20250124,R001,resellable,1,56.58,wallet_credit
R00007302,OL000019243,20250612,20250617,R003,resellable,2,259.62,manual_refund
R00007303,OL000019250,20251207,20251215,R006,refurbishable,1,236.13,wallet_credit
R00007304,OL000019258,20260507,20260510,R001,resellable,1,53.74,original_payment
R00007305,OL000019259,20251018,20251023,R010,refurbishable,1,207.34,original_payment
R00007306,OL000019262,20251013,20251019,R002,refurbishable,1,176.29,original_payment
R00007307,OL000019264,20251019,20251027,R005,write_off,1,167.65,original_payment
R00007308,OL000019266,20260319,20260323,R002,refurbishable,1,53.6,original_payment
R00007309,OL000019267,20250816,20250824,R008,resellable,1,114.34,original_payment
R00007310,OL000019270,20260416,20260418,R008,resellable,1,50.96,wallet_credit
R00007311,OL000019272,20250427,20250430,R001,resellable,1,384.46,original_payment
R00007312,OL000019275,20250315,20250321,R007,refurbishable,1,97.3,original_payment
R00007313,OL000019280,20260601,20260606,R001,refurbishable,1,71.16,original_payment
R00007314,OL000019286,20250321,20250324,R003,resellable,1,44.91,original_payment
R00007315,OL000019288,20250421,20250425,R001,write_off,1,159.25,original_payment
R00007316,OL000019293,20251122,20251201,R003,resellable,1,158.18,wallet_credit
R00007317,OL000019294,20260104,20260108,R003,refurbishable,1,41.43,wallet_credit
R00007318,OL000019296,20260615,20260623,R002,refurbishable,1,57.47,original_payment
R00007319,OL000019301,20251227,20251230,R001,resellable,1,54.79,manual_refund
R00007320,OL000019302,20251010,20251015,R003,resellable,1,375.02,original_payment
R00007321,OL000019305,20250420,20250427,R004,write_off,1,761.46,original_payment
R00007322,OL000019306,20260607,20260611,R010,resellable,1,46.31,original_payment
R00007323,OL000019308,20250418,20250425,R004,write_off,1,190.89,original_payment
R00007324,OL000019310,20250824,20250826,R010,write_off,1,57.02,manual_refund
R00007325,OL000019313,20260113,20260119,R005,resellable,1,65.5,original_payment
R00007326,OL000019314,20260719,20260721,R002,resellable,1,220.16,original_payment
R00007327,OL000019316,20250903,20250912,R009,resellable,1,31.18,original_payment
R00007328,OL000019318,20251102,20251109,R004,refurbishable,2,638.3,original_payment
R00007329,OL000019323,20250328,20250403,R001,write_off,1,481.67,original_payment
R00007330,OL000019327,20250718,20250725,R003,write_off,1,74.87,wallet_credit
R00007331,OL000019329,20251009,20251013,R002,resellable,1,196.34,original_payment
